#gene_id	RNF43_G659fs_4	RNF43_G659fs_3	RNF43_G659fs_2	RNF43_G659fs_1	RNF43_WT_2	RNF43_WT_3	RNF43_WT_1	RNF43_WT_4	GFP_1	RNF43_R117fs_4	GFP_3	GFP_2	RNF43_R117fs_1	GFP_4	RNF43_R117fs_3	RNF43_R117fs_2
SEMA4B	3.545039	3.784007	3.943969	3.172524	3.039965	3.1788119999999997	2.754513	3.520944	2.994294	3.310345	3.156628	3.534562	2.981995	3.613757	3.316992	3.364543
SEMA4C	4.563269	4.537292	4.526265	4.560583	4.377641000000001	4.327535	4.3326150000000005	4.368367	4.586051	4.684302	4.47779	4.51125	4.411526	4.450995	4.388643	4.38542
SEMA4D	3.7469589999999995	3.9468160000000005	3.8175790000000003	3.6882370000000004	3.494175	3.7800830000000003	3.700774	3.9424080000000004	3.9751019999999997	3.8884199999999995	4.118126999999999	3.7969809999999997	3.8409809999999998	4.177596	3.80865	3.638071
SEMA4F	2.980184	2.840495	2.966525	3.109881	3.007934	2.635165	2.3991599999999997	2.924163	2.2866020000000002	3.267131	2.5841	2.43147	2.64867	2.435955	2.722872	2.659456
SEMA4G	3.001418	2.572306	3.3400760000000003	3.002087	3.145266	2.663404	3.1958450000000003	2.9665369999999998	3.082506	3.3013239999999997	3.22421	3.277636	3.101168	3.196929	3.081451	3.426528
SEMA6A	2.949502	3.043747	2.715044	2.905268	2.869772	2.870213	2.577368	2.855789	2.770579	3.2868199999999996	2.666772	2.901593	2.839684	2.906138	2.777619	2.8142400000000003
SEMA6B	3.8244550000000004	4.026962	4.021791	3.7880809999999996	3.419112	3.413278	3.294793	3.5911160000000004	3.763679	4.104945	3.818129	4.156183	3.563252	4.236235	3.5498160000000003	3.5072419999999997
SEMA6C	3.325279	3.2261040000000003	3.168835	2.913202	3.119369	3.286983	3.009098	2.923163	4.08371	3.20522	3.8870669999999996	3.9496599999999997	2.889957	4.254989	3.1599939999999997	2.91264
SEMA6D	0.586595	0.6444979999999999	0.41890200000000005	0.853317	1.142952	0.954015	0.48137399999999997	0.17701	0.836996	0.155789	1.2039549999999999	1.462839	1.066451	1.198701	1.562448	0.473987
SEMA7A	1.634064	1.4652479999999999	1.87695	1.183058	1.714551	1.2776809999999998	1.3370959999999998	1.672023	1.618852	1.4886270000000001	1.588663	1.8061200000000002	1.070066	1.564259	0.579972	0.66719
SENP1	4.400468	4.601043	4.3335230000000005	4.277505000000001	4.5867379999999995	4.5990779999999996	4.407118	4.51049	4.571503	3.9819129999999996	4.589575	4.832939	4.499230000000001	4.67985	4.656005	4.572243
SENP2	5.255479	5.663194	5.546212000000001	5.5967150000000006	5.283993	5.348264	5.591241	5.52489	5.545737	5.444557	5.651733	5.5078629999999995	5.532596	5.8078129999999994	5.422102	5.632699
SENP3	6.366082	6.379472	6.388132	6.480179	6.371716999999999	6.29555	6.368078	6.466133999999999	6.494851000000001	6.181738	6.434591	6.555012	6.484864	6.6211009999999995	6.390398	6.38582
SENP3-EIF4A1	0.655856	0.9294959999999999	0.0	0.38192600000000004	0.607863	0.326192	0.0	0.347008	1.627327	0.059425	2.010902	2.3534330000000003	0.33908	1.89316	0.0	0.0
SENP5	3.9634709999999997	4.164231	4.199515	4.203082	3.928122	4.049755	4.100893	4.039243	3.925953	4.148071	4.209497	4.158851	4.000806	4.357726	4.116334999999999	4.254528
SENP6	5.572604	5.712691	5.625787	5.646528	5.705135	5.750203	5.91907	5.6466199999999995	5.932695	5.083002	6.038282	6.045037000000001	5.686932	6.102218	5.907754	5.869491
SENP7	3.261275	3.246461	3.1403630000000002	3.167431	3.171063	3.243147	3.2799970000000003	3.17447	3.4588629999999996	2.5241990000000003	3.713308	3.806808	3.1750529999999997	3.8626989999999997	3.6049949999999997	3.5427269999999997
SENP8	1.839582	1.8275150000000002	1.970216	2.147609	2.38023	2.69509	2.263042	2.226136	2.5491740000000003	1.835925	2.696181	2.685135	2.433203	2.50121	2.647536	2.629249
SEPHS1	6.358797	6.449312	6.419151	6.39985	6.374484	6.393982	6.284187	6.299471	6.270432	6.223723000000001	6.455572	6.389771	6.425894	6.33873	6.238481	6.330208
SEPHS2	6.991613	6.999312	7.042502000000001	7.075864	7.115252000000001	7.221983	7.207219	7.1337589999999995	7.202711999999999	6.880379	7.218994	7.146910000000001	7.139214	7.041067999999999	7.039654	7.225689
SEPSECS	2.462891	2.1775990000000003	2.2249689999999998	1.815564	2.0924869999999998	2.30437	2.486456	2.4296130000000002	3.016649	2.027879	2.844619	2.426354	2.067259	2.175898	2.20684	2.430454
SEPT1	2.5219259999999997	2.34298	2.557016	2.384576	2.5719279999999998	2.158571	2.278725	2.1379040000000002	2.678651	3.1156610000000002	2.557211	2.410602	2.767226	2.2529	2.562585	2.822692
SEPT10	5.705069	5.905066000000001	5.865943	6.078595	5.892327	5.921143	5.8976239999999995	5.810218	5.8559779999999995	5.785984	6.009866000000001	5.9288110000000005	5.667371	5.823508	5.520118	5.740191
SEPT11	5.921855	5.974957	6.056648	6.0707059999999995	5.923906	5.94979	5.695982	5.996428	5.756773	5.712276999999999	5.746842	5.6624099999999995	5.922374	5.878514	6.0908	5.903157
SEPT12	0.0	0.0	0.44680699999999995	0.0	0.0	0.14053800000000002	0.0	0.0	0.727428	0.24998	0.418354	0.547112	0.0	0.164906	0.0	0.206988
SEPT14	0.0	0.331185	0.0	0.0	0.0	0.0	0.059467	0.0	0.728215	0.0	0.570666	0.15549000000000002	0.0	0.594721	0.0	0.015698
SEPT14P12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.390007	0.0
SEPT14P19	2.26058	3.077501	3.5100010000000004	2.262118	2.71798	3.4613690000000004	3.3554769999999996	3.665278	3.3965080000000003	3.3131120000000003	4.045433999999999	3.092326	3.094479	3.674325	3.213362	3.478974
SEPT14P2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.134001	0.0	0.0	2.099827	0.0	0.0	0.0	0.0
SEPT14P8	0.0	0.0	0.0	1.305667	0.0	0.0	1.3456290000000002	0.136821	0.0	0.0	0.471739	0.0	0.0	0.0	2.322003	0.0
SEPT2	8.009939	8.069858	7.971195	8.063734	8.025655	8.030693	8.028129	8.026139	8.1204	7.652928999999999	8.189347999999999	8.040192999999999	7.959625999999999	8.060998	7.895989	7.985517
SEPT3	4.305402	4.219675	4.334242	4.088673	4.131983	3.9763660000000005	3.7796830000000003	4.055903	3.815601	4.0447940000000004	3.9474339999999994	4.090198	4.02778	4.065084	4.261013	4.1670300000000005
SEPT4	2.574789	2.492385	2.7394939999999997	2.161702	2.544018	2.057713	2.385371	2.362453	2.148145	2.85758	2.128165	2.6138529999999998	2.2393490000000003	2.443985	2.90938	2.863953
SEPT5	5.022366000000001	4.981305	4.921005	4.9303930000000005	5.125764	4.893907	5.15482	4.912528	5.209505	5.590961	5.201741999999999	5.131833	5.228724	5.221275	5.314959	5.51786
SEPT6	5.809476999999999	5.992744	5.922535	5.933659	5.901473	5.9268849999999995	5.860293	5.919929	6.073827	6.152221	6.0517129999999995	6.020141000000001	6.089084	6.038791000000001	5.9271970000000005	6.040665
SEPT7	7.334713000000001	7.398792	7.335966	7.414753	7.471576	7.428800999999999	7.615278	7.489649000000001	7.395536999999999	7.019394999999999	7.626434	7.495775	7.4859789999999995	7.509232000000001	7.4769	7.512326
SEPT7P2	3.954293	4.005225	3.7941830000000003	3.9654300000000005	4.118215	3.954738	4.185886	4.097011	4.457049	4.158695	4.509380999999999	4.371608	4.130824	4.397341	4.434141	4.708377
SEPT7P9	1.122436	1.6053959999999998	1.5722530000000001	1.6389330000000002	2.0947560000000003	2.027479	1.101536	1.637526	2.1589810000000003	2.221315	2.2465759999999997	2.084893	1.601317	1.353739	2.6589509999999996	2.0470599999999997
SEPT8	5.899533	5.941032	5.960141999999999	5.947697	5.8887	5.901497	5.939369999999999	5.893486	5.977041000000001	6.135951	5.964632	5.866327	6.02628	5.932231	5.932825	5.941769
SEPT9	6.5521080000000005	6.481185	6.6162589999999994	6.398031	6.466252	6.3304279999999995	6.366215	6.377994999999999	6.335893	6.70384	6.362132	6.443618	6.50842	6.596849000000001	6.480192	6.436667
SERAC1	4.123261	4.055174	3.8899220000000003	4.114972	3.913106	3.8071129999999997	4.039552	3.852025	3.969781	3.536828	4.176572	4.228522	4.147284	4.093808999999999	4.201909	4.1786080000000005
SERBP1	9.537218	9.610841	9.584096	9.508111999999999	9.635273	9.447619	9.477719	9.582707000000001	9.277752	9.281353	9.303302	9.449471	9.466619	9.480685000000001	9.639619	9.51951
SERBP1P5	1.572919	1.388691	1.330208	1.70669	1.1627129999999999	0.8543709999999999	1.2038280000000001	1.509052	0.9423459999999999	0.9348489999999999	0.8633360000000001	1.181033	0.934116	0.477138	1.22641	1.0832469999999998
SERF1A	1.527241	1.470518	1.666047	2.19433	1.512865	1.398619	0.6930890000000001	1.597798	1.885531	0.0	1.9976009999999997	1.8075240000000001	2.350778	2.4937549999999997	1.8793849999999999	2.16898
SERF1B	3.605665	3.057136	4.5687940000000005	2.912283	2.845393	3.0396810000000003	4.66737	4.533702	4.757882	5.85717	3.6717489999999997	3.886592	3.315214	4.485483	3.84036	4.585363
SERF2	8.755153	8.778399	8.775109	8.711843	8.758049	8.617207	8.501733999999999	8.581603999999999	8.687648	8.756159	8.695003999999999	8.619562	8.5153	8.624179	8.751213	8.533724000000001
SERGEF	6.092735	6.039576	6.085533	6.032099	6.01397	5.876303	5.928767	5.879293	6.0655660000000005	6.237026	5.951458000000001	6.109584	6.140014	6.155651	5.944658	6.114828
SERHL2	3.3233059999999996	3.262125	3.269686	3.239446	3.0803220000000002	3.133732	3.0965119999999997	3.113752	3.513586	3.3394489999999997	3.463112	3.405883	3.318626	3.5464919999999998	3.190132	3.1273020000000002
SERINC1	6.3994599999999995	6.618735000000001	6.5361970000000005	6.610146	6.486006	6.573409	6.666714	6.497456	6.676719	5.716157	6.840274000000001	6.828238000000001	6.580494	6.827717	6.621485000000001	6.683458
SERINC2	4.727118	4.882546	4.897778	4.695537	4.619789	4.562131	4.2674650000000005	4.478733999999999	4.446397	5.08075	4.380662999999999	4.547238	4.540471	4.54606	4.798691000000001	4.713621
SERINC3	5.642689	5.797398	5.76841	5.786103	5.664354	5.800351999999999	5.782113	5.714735	5.991907	5.756231	6.051748	6.05711	5.91737	6.007388	5.754754	5.796746
SERINC5	2.5211080000000003	2.4758259999999996	2.580952	2.383819	2.485806	2.340576	2.264801	2.620736	2.7453689999999997	2.178993	2.644663	2.9131139999999998	2.456539	2.618889	2.472794	2.472585
SERP1	6.844286	6.599202	6.839247	6.971186	6.998701	6.917232	6.842177	6.792501	6.546464	7.472399	6.384512	6.501084	6.708444	6.230913	6.894614999999999	7.540574
SERP2	3.055168	2.89035	2.743697	2.913527	2.800703	2.904698	2.980164	2.618432	2.990225	3.221858	3.278268	2.995277	3.1615130000000002	2.860478	3.2548340000000002	3.264944
SERPINB1	4.62177	4.536135	4.560301	4.753958	4.466307	4.533306	4.516436	4.4977279999999995	4.580319	4.3885309999999995	4.691984	4.440753	4.510673000000001	4.587421	4.7143	4.784625
SERPINB6	5.976923	5.986453	5.95861	6.012517	6.0160860000000005	6.060519	6.172715	6.021423	5.953215	5.8097970000000005	5.936744999999999	5.983132	6.123287	5.9357489999999995	5.907232	6.045313
SERPINB8	0.0	0.0	0.199506	0.0	0.0	0.14683800000000002	0.431334	0.0	0.0	0.0	0.0	0.23003800000000002	0.0	0.052828999999999994	0.0	0.0
SERPINB9	1.4979040000000001	1.619831	1.478232	1.429	1.503384	1.371263	1.318577	1.423223	1.3792	0.9708760000000001	1.297426	1.48012	1.050913	1.631365	1.075122	1.3530469999999999
SERPINE2	4.909743	4.800217	4.811751	4.9005	4.7714419999999995	4.823702	4.748539	5.003963	4.7564720000000005	4.990985	4.83661	4.725097	4.793029	4.595976	4.848361	4.799244
SERPINF1	7.355508	7.187112	7.252611	6.989814	7.048678	6.855410000000001	6.782089	7.032678	7.093132000000001	7.758514999999999	7.001077	6.940064	7.120882000000001	7.102948	7.068249000000001	7.131114
SERPING1	1.249214	1.2758049999999999	1.6624259999999997	1.380757	1.218067	1.3760860000000001	1.017306	1.245692	1.20933	1.4594790000000002	1.044202	1.092729	1.594934	1.0479040000000002	0.901982	1.294095
SERPINH1	6.234443	6.05713	6.163652	6.369886	6.280874	6.496346	6.523016	6.391053	6.770681	6.7771669999999995	6.448243	6.42023	6.415877	6.242426999999999	5.896942	6.110475
SERPINH1P1	1.161533	1.1246260000000001	1.4042270000000001	1.4649299999999998	1.10738	0.947846	0.851015	1.018577	0.9829479999999999	1.196683	1.45678	1.5788280000000001	1.050704	1.143883	1.0484870000000002	1.050669
SERPINI1	2.45195	2.765257	3.173552	3.101341	2.715974	2.628746	2.702766	2.27923	3.007118	2.266832	3.017448	2.734225	2.8029330000000003	2.9527189999999996	3.163106	3.4724660000000003
SERTAD1	2.9544349999999997	3.029532	3.078432	2.8942419999999998	2.8978580000000003	2.858874	2.397129	2.857012	2.7834209999999997	2.807136	2.689377	2.996125	2.122312	3.212565	2.7849939999999997	2.375818
SERTAD2	3.961587	4.072577	3.974015	3.745191	3.66681	3.4499760000000004	3.4344019999999995	3.6078129999999997	3.5409370000000004	3.245303	3.689343	3.864013	3.414876	3.84445	3.7626129999999995	3.619933
SERTAD3	4.382108000000001	4.384758000000001	4.315137	4.069006	4.099977	4.249077	3.77547	4.1561639999999995	4.385976	4.417807	4.419371	4.619085	4.02122	4.599695	4.400372	4.255313
SERTAD4	2.443403	2.4423470000000003	2.533001	2.5632900000000003	2.322582	2.212157	1.921459	2.3002990000000003	2.025264	1.768609	2.573193	2.246791	2.043751	2.117102	2.126557	2.0450630000000003
SESN1	3.8109870000000003	3.81809	3.50385	3.650091	3.9041300000000003	3.670125	3.7280379999999997	3.616547	4.3140529999999995	3.276184	4.267066000000001	4.36638	3.771462	4.363735	4.154064	4.050194
SESN2	6.6767330000000005	6.530516	6.525118	6.838246000000001	6.839141000000001	7.12818	7.254055	7.040114	7.240171000000001	7.132094	7.053675999999999	6.8831690000000005	7.124472999999999	6.824551	6.5187040000000005	6.771595
SESN3	3.5208470000000003	3.779186	3.635453	3.565674	3.219388	3.160546	3.009657	3.153172	3.24573	2.73368	3.6196010000000003	3.5123910000000005	3.3634760000000004	3.680688	3.474253	3.4545879999999998
SESTD1	4.643682	4.7400910000000005	4.521708	4.690647	4.582522	4.558619	4.618837	4.746933	4.727508	4.432391	4.982907	4.926442	4.756873000000001	5.1644190000000005	4.933655	4.651568
SET	9.047319	9.099378	9.036092	9.140225	9.153705	9.112525	9.080311	9.17354	9.012334	8.859995	9.056574000000001	9.137101	9.200284	9.159761999999999	9.103469	9.180903
SETD1A	5.1801379999999995	5.216298999999999	5.297151	5.1984129999999995	5.057849	5.1071089999999995	4.887935	5.003516	5.406305000000001	5.424016	5.276854	5.276712	5.201964	5.275982	5.023906	5.035177
SETD1B	3.594727	3.412793	3.405937	3.3815190000000004	3.226259	3.484289	3.28165	3.4333379999999996	3.65478	3.760611	3.734636	3.617914	3.479118	3.6415800000000003	3.321822	3.3046480000000003
SETD2	4.811227	4.761438	4.7275480000000005	4.671181	4.6035379999999995	4.586428	4.626197	4.64239	5.019679	4.302161	5.115707	5.1832	4.679474	5.1648309999999995	4.7265809999999995	4.776953
SETD3	5.396116999999999	5.423347	5.422408	5.427878	5.340502	5.223941	5.35093	5.276019	5.4700370000000005	5.271432	5.550228	5.59112	5.333979	5.624385	5.500185	5.471198
SETD4	3.981457	3.825542	3.6711419999999997	3.6152849999999996	3.7233449999999997	3.9587980000000003	3.866393	3.709286	4.358319	4.251972	4.191486	4.346554	4.051411	4.381601	4.42968	4.338272
SETD5	6.809607000000001	6.7247259999999995	6.761092	6.567742	6.49707	6.374503	6.288901999999999	6.6344009999999995	6.592880999999999	6.583862	7.011800999999999	6.751586	6.546762999999999	7.040914	6.923591	6.7506509999999995
SETD6	4.908875	4.770608	4.8886080000000005	4.957634	4.778005	5.006755	5.125006	4.903969999999999	5.045148999999999	5.102829	4.9352849999999995	4.636742	5.145303	4.820183999999999	4.639111	4.701618
SETD7	5.1562209999999995	5.184728	5.1349290000000005	5.241111	5.129643	5.328359	5.295287999999999	5.234946	5.186342	4.717891000000001	5.366125	5.142958999999999	5.217573000000001	5.124582	4.94764	5.0944080000000005
SETD9	2.350427	1.9325740000000002	2.072937	2.289536	2.236682	2.631312	2.442491	1.897346	2.4268490000000003	1.675022	2.32557	2.577722	2.566721	2.598494	2.076538	1.82638
SETDB1	5.169534	5.247967	5.285668	5.341732	5.3327279999999995	5.296125	5.298691000000001	5.285872	5.580356	5.25858	5.672271	5.504326	5.392831	5.484119000000001	5.28534	5.492124
SETDB2	2.537507	2.781421	2.8969810000000003	2.932978	2.806743	2.6943650000000003	2.989851	2.886934	2.728902	2.571431	2.88996	3.079919	2.836255	2.843208	2.8667119999999997	3.058346
SETMAR	3.451178	3.408807	3.2012259999999997	3.278164	3.59404	3.513029	3.6720349999999997	3.374595	3.435779	2.779904	3.459335	3.3694940000000004	3.327949	3.4412339999999997	3.489975	3.229053
SETSIP	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09429	0.0
SETX	3.300908	3.260455	3.3079050000000003	3.169938	3.169909	3.179925	2.975987	3.091538	3.183093	2.586098	3.437771	3.409432	3.136847	3.390447	3.183279	3.2882339999999997
SEZ6L2	4.658772	4.6612919999999995	4.683909	4.703251	4.71052	4.626475	4.592104	4.752441	4.751936	5.181067	4.650766	4.625605	4.790716000000001	4.667668	4.735489	4.687305
SF1	7.9511199999999995	8.055675	8.009004	8.053051	8.028360000000001	8.094363000000001	8.094747	8.103425999999999	8.130230000000001	8.202900999999999	8.1766	8.153735000000001	8.178237	8.232677	8.124459	8.097991
SF3A1	7.547573	7.536208	7.52676	7.692303999999999	7.620055000000001	7.847797	7.571271	7.79599	7.8671690000000005	8.256393	7.6923580000000005	7.6540029999999994	7.901086	7.651552000000001	7.481778	7.575689
SF3A2	7.6741	7.689289	7.637795	7.795050999999999	7.794428999999999	7.954963	7.934438	7.899889999999999	8.06452	8.139705000000001	7.929711	7.8904	7.917616000000001	7.9518059999999995	7.677803	7.688957
SF3A3	6.803350999999999	6.616264	6.705553	6.792322	6.871464	6.821356	6.971211	6.914207000000001	6.855719000000001	6.7004470000000005	6.833653999999999	6.842867999999999	6.948442999999999	6.7087639999999995	6.806239	6.803681
SF3B1	7.602798	7.6432020000000005	7.727146	7.668231	7.747738000000001	7.702877	7.665025999999999	7.6866699999999994	7.742519000000001	7.5821309999999995	7.931159	7.879345	7.666507000000001	7.927277	7.941177000000001	7.786675999999999
SF3B2	7.614582	7.595289999999999	7.610666	7.604546000000001	7.693403	7.6670039999999995	7.731412	7.750514	7.656351	7.666435000000001	7.582265	7.672538	7.785808	7.700633	7.6332949999999995	7.654864999999999
SF3B3	8.572397	8.550364	8.597985000000001	8.498138	8.623467	8.510941	8.461561999999999	8.595049000000001	8.630167	8.254286	8.534032	8.739541000000001	8.445985	8.798693	8.345153	8.406128
SF3B4	6.2893419999999995	6.30819	6.330254	6.334048	6.2910900000000005	6.354637	6.4511959999999995	6.385079	6.555002	6.140312000000001	6.574889	6.585977000000001	6.4345870000000005	6.6734	6.315309	6.311472
SF3B5	7.89335	7.731665	7.858764	7.75807	7.982069	7.830647999999999	7.939285000000001	7.955272	7.891407000000001	8.261902000000001	7.774761	7.838088000000001	7.825805	7.908807	8.024198	7.967532
SF3B6	8.203472	8.358358	8.267054	8.30283	8.452831	8.277607000000001	8.277638	8.291418	8.031616	7.848535000000001	8.170855	8.117742999999999	8.064378999999999	8.059325999999999	8.412411	8.430050999999999
SFI1	5.429744	5.382144	5.560096	5.372091999999999	4.907078	5.03006	5.096699	5.044865	5.563244	5.257493	5.6073889999999995	5.113893	5.280228	5.256794999999999	5.2130540000000005	5.598401
SFMBT1	4.124375	4.2854790000000005	4.149983	4.255813	4.2553529999999995	4.123818	4.119966000000001	4.329432	4.38395	4.405986	4.2566809999999995	4.400641	4.168219000000001	4.77225	3.860921	3.956686
SFMBT2	2.84917	2.877511	2.7496389999999997	2.768846	2.632104	2.774743	2.810212	2.65978	2.9893400000000003	3.013536	3.184725	2.939094	3.1872689999999997	2.98893	3.052047	3.0589310000000003
SFN	0.45888599999999996	0.5939270000000001	0.788285	0.097139	0.347666	0.139312	0.0	0.46832299999999993	0.5111140000000001	0.202888	0.700626	0.880294	0.093168	0.755058	0.408668	0.081953
SFPQ	8.155199	8.34217	8.278781	8.186751	8.244036999999999	8.17579	8.192706	8.251217	8.447697	7.607336	8.532183999999999	8.582889	8.097164	8.669942	8.175686	8.133863999999999
SFR1	3.334447	3.437413	3.218823	3.483313	3.6300120000000002	3.7540720000000003	3.937471	3.751929	3.777957	2.907962	3.678347	3.7645699999999995	3.470278	3.652881	3.4257489999999997	3.713539
SFRP1	0.225298	0.135116	0.262805	0.47517	0.322164	0.0	0.0	0.0	0.0	0.0	0.119306	0.0	0.0	0.0	0.279762	0.0
SFRP4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.089951	0.092004	0.540539	0.0	0.0	1.286938	0.510337	0.438036
SFSWAP	5.130746	5.14727	5.240162000000001	5.1704360000000005	5.443107	5.343255999999999	5.079372	5.173682	5.45458	5.54885	5.478375	5.44555	5.355691	5.676907	5.650425	5.438872
SFT2D1	6.253331	6.423709	6.414391	6.296996	6.365549	6.275407	6.263239	6.255628	6.203672	5.943703	6.3073440000000005	6.322192	6.088943	6.283111	6.2411080000000005	6.126930000000001
SFT2D2	4.275683	4.444605	4.223224	4.322124	4.1327419999999995	4.332835	4.050207	4.362625	4.448301	3.79585	4.5899980000000005	4.418751	4.116128	4.463292	3.942399	4.019451999999999
SFTA3	1.6662299999999999	1.680493	1.463255	1.769381	1.8874380000000002	1.914439	1.754959	1.802346	2.2782419999999997	1.887948	2.28395	2.422489	1.8125900000000001	2.258433	2.21683	2.0726430000000002
SFTPB	0.0	0.0	0.063854	0.0	0.0	0.0	0.0	0.0	0.5142369999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SFXN1	7.357766000000001	7.390207000000001	7.439464	7.355162	7.328691	7.189225	7.151439	7.272881	7.1370119999999995	7.209859	7.197783	7.246160000000001	7.130086	7.274317	7.311922	7.282645
SFXN2	3.4066669999999997	3.333022	3.5026080000000004	3.269399	3.8409800000000005	3.8930019999999996	3.600115	3.796103	3.864388	3.8811080000000002	3.4266389999999998	3.4943370000000002	3.2876489999999996	3.812257	3.619393	3.529635
SFXN3	3.7544190000000004	3.9422050000000004	3.8724239999999996	3.475937	3.4290510000000003	3.2042439999999996	3.187578	3.439922	3.6106559999999996	3.661683	3.4417269999999998	3.5502190000000002	3.452144	3.9183559999999997	3.863079	3.893795
SFXN4	5.532232	5.430414	5.4393910000000005	5.469655	5.626429	5.590632	5.55715	5.688751	5.425599	5.128146	5.356898	5.405302	5.594146	5.451491000000001	5.4981	5.487691000000001
SFXN5	3.4039099999999998	3.267472	3.5528419999999996	3.241063	3.310322	3.360302	2.871196	2.961457	3.564258	3.313107	3.791353	3.3686599999999998	3.41375	3.584107	3.296247	3.326178
SGCB	4.397567	4.519638	4.599076	4.563109	4.373492	4.505917	4.486581	4.496944	4.461931	3.9059739999999996	4.638043	4.723301	4.525369	4.610529	4.656604	4.845532
SGCE	4.674258999999999	4.760754	4.650748999999999	4.608014	4.751551999999999	4.894237	4.811138	4.705914	5.023656	4.998536	4.999504	4.798801	4.7392769999999995	4.966436	5.022099	4.937239
SGCG	0.0	0.0	0.0	0.0	0.0	1.051936	1.128947	0.602143	0.0	0.322378	0.66257	0.0	0.877391	0.0	0.7310439999999999	0.8812030000000001
SGF29	5.1755830000000005	5.067668	5.246683999999999	5.193047	5.190384	5.327732	5.40292	5.341728	5.124968	5.888726999999999	5.043012	4.984948999999999	5.595039	5.067714	5.273381	5.378734
SGK1	2.655003	2.723872	2.6173599999999997	2.629317	2.860182	2.202704	1.591409	2.411403	1.989255	1.73691	2.076276	2.609655	1.39544	2.602298	2.978916	2.231348
SGK2	0.440105	0.039238	0.0	0.0	0.0	0.0	0.0	0.0	0.041038	0.48903900000000006	0.39473800000000003	0.8148029999999999	0.165721	1.239011	0.0	0.166417
SGK223	0.638682	0.618937	0.6810109999999999	0.412695	0.8728549999999999	0.5950840000000001	0.45173	0.781521	0.865767	1.1911200000000002	1.116951	1.154082	0.531195	1.111084	1.018383	0.72334
SGK3	3.615041	3.6363529999999997	3.5768410000000004	3.4314760000000004	3.7217239999999996	3.5161800000000003	3.4500940000000004	3.77264	3.5302089999999997	3.230875	3.575881	3.624194	3.436005	3.7231440000000005	3.848378	3.84435
SGK494	2.436084	2.035557	2.165021	2.260495	2.140709	2.033287	2.11491	2.020634	2.3995900000000003	1.963454	1.976855	1.9414240000000003	1.6537689999999998	2.238346	2.237001	2.301986
SGMS1	3.719127	3.695875	3.6075779999999997	3.709493	3.6180730000000003	3.6418760000000003	3.521614	3.66194	3.686613	3.5641580000000004	3.755443	4.083581	3.703384	3.8601660000000004	3.880347	4.008132
SGMS2	3.931076	4.143708	3.974469	4.065777	3.916095	4.175114	3.548382	3.9533089999999995	3.890829	3.315425	3.834514	3.563389	3.735494	3.667158	3.6422790000000003	4.0133980000000005
SGO1	4.844894999999999	4.703837	4.622541	4.690364	4.827861	4.856443	4.836412999999999	4.916853	5.019736	4.249257	5.0271300000000005	5.263267	4.829869	5.242334	5.003237	4.868227
SGO2	3.902936	4.050706	4.066026	3.817289	4.128718	4.096419999999999	3.720885	3.956082	4.003331	3.167627	4.192261	4.253811	3.5672269999999995	4.475338	4.118762	4.068333
SGPL1	4.6698260000000005	4.563342	4.521780000000001	4.667079	4.501133	4.760097	4.682689	4.60032	4.787171	4.150129	4.845764	4.645401000000001	4.547688	4.629443	4.401921	4.50727
SGPP1	4.070407	4.220864	4.146484	4.188401	4.0400599999999995	4.039717	4.06016	4.057494	4.083401	3.137953	4.179089	4.101793	3.955164	4.007949	3.8209239999999998	3.9204839999999996
SGPP2	2.029541	2.257198	2.186117	2.058697	1.7398779999999998	1.940035	1.921741	1.910614	1.957915	2.02572	1.726953	1.481547	1.809612	1.682047	1.781179	2.002875
SGSH	5.094556	5.074525	5.1452290000000005	5.09285	4.9673300000000005	5.039914	5.168947	5.116262	5.428564	5.4827010000000005	5.176179	5.0328230000000005	5.3289860000000004	5.136575	4.959182	5.117202
SGSM1	1.142234	1.480696	1.1767530000000002	0.9224530000000001	0.9442440000000001	1.513535	0.787701	1.147561	1.3041969999999998	1.072959	1.035687	0.788863	1.112755	1.399471	0.693253	0.929565
SGSM2	5.452824	5.371567	5.565904	5.190196	5.137849	5.167644999999999	5.149083999999999	5.009989	5.539442	5.3274669999999995	5.5261	5.098979	5.311131	5.213403	5.180952	5.175149
SGSM3	6.3512379999999995	6.489312	6.384226	6.3107690000000005	6.386497	6.1645080000000005	6.201388	6.232321	6.6417839999999995	6.734005000000001	6.514158999999999	6.422362000000001	6.319957	6.713439	6.348018	6.395314
SGTA	6.68508	6.664291	6.702597999999999	6.617574	6.625367	6.484817	6.462851000000001	6.544969999999999	6.804908	7.006177	6.663324	6.884227	6.551505000000001	6.894817	6.811260000000001	6.5693529999999996
SGTB	3.547226	3.4275589999999996	3.4858800000000003	3.6348769999999995	3.6661650000000003	3.5622160000000003	3.6406669999999997	3.794688	3.713683	3.405851	3.620939	3.86234	3.518558	3.810628	3.591186	3.710932
SH2B1	5.225569999999999	5.114595	5.19998	5.181498	4.790744	4.822361	4.963521	4.838869	5.483069	5.649697	5.604793	5.372675	5.149623	5.433477	5.045713	5.0993900000000005
